NUMERO_PEDIDO;DATA_DIVULGACAO;DATA_CANCELAMENTO;FILIAL;MOTIVO;SUBMOTIVO;COD_PDV;PRODUTO;CANAL;CPF;NOME_CLIENTE;LOGIN_VENDEDOR;DESC_CAMPANHA;DESC_OFERTA;GRUPO_UNIDADE;CANAL_REGIONAL;DESC_CANAL_BOV_GRUPO;NOME_PONTO_VENDA;RESULTADO_FINAL;MUNICIPIO_INSTALACAO;DDD_FIXO;DETALHE_MOTIVO;FLG_VL_VL_MESMO_END_CLIE_DIF;FLG_VL_VL_CLIE_END_IGUAL;FLG_VL_PLT_CLIE_END_IGUAL;FLG_VL_PLT_MESMO_END_CLIE_DIF
"4-171576268877";20240411;20240410;RJ;VENDA ERRADA;Divergencia De Endereco;1063931;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR695283;;BD_OITOTAL_VOIP+BL;EMPRESARIAL;RSE;OUTROS;PROMOBILE COMERCIO COMUNICA LTDA;;SAO GONCALO;21;Divergencia De Endereco;;;;
"4-171414881295";20240402;20240329;MG;VENDA INDEVIDA;Pedido Duplicado;1061132;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR682667;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;JESSICA CARDOSO DE SOUZA EIRELI;;JUIZ DE FORA;32;;;;;
"4-173593380064";20240422;20240420;PA;VENDA INDEVIDA;Pedido Duplicado;1064535;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR801505;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;DYALOGOS SERV TEL COMUNICACAO LTDA;;BELEM;91;;;;;
"4-173112283690";20240419;20240417;MT;VENDA INDEVIDA;Pedido Duplicado;1063741;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR763599;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;MAANAIM TELECOM LTDA;;CACERES;65;;;;;
"4-172323761353";20240411;20240410;PR;VENDA INDEVIDA;Pedido Duplicado;1066221;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;BC791738;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;BRASIL TELECOM CALL CENTER S A;;CURITIBA;41;;;;;
"4-172208152108";20240405;20240404;MG;VENDA INDEVIDA;Pedido Duplicado;1066235;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR768972;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;SOMA FIBRA SOL INTEGRADAS INF LTDA;;BELO HORIZONTE;31;;;;;S
"4-173853858835";20240422;20240420;RJ;VENDA INDEVIDA;Pedido Duplicado;1063747;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR801697;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;MAANAIM TELECOM LTDA;;PETROPOLIS;24;;;;;
"4-172745741707";20240415;20240413;RS;VENDA INDEVIDA;Pedido Duplicado;1055294;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;BC789050;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;BRASIL TELECOM CALL CENTER S A;;PORTO ALEGRE;51;;;;;
"4-173856944914";20240422;20240420;MT;VENDA INDEVIDA;Pedido Duplicado;1064366;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR801883;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;SUPER FIT TELECOM LTDA;;RONDONOPOLIS;66;;;;;
"4-172223869645";20240405;20240404;SP;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1065535;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR748033;;BD_OITOTAL_VOIP+BL;VAREJO;RSP;PAP;LULY PROMOCAO DE VENDAS LTDA;;SAO JOSE DOS CAMPOS;12;;;;;
"4-173231322414";20240415;20240413;RS;VENDA INDEVIDA;Pedido Duplicado;1066388;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800011;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;TELEAGENTES;CONTATO SERV COM PROD TELECOM LTDA;;ALVORADA;51;;;;;
"4-171957128763";20240408;20240405;GO;VENDA INDEVIDA;Pedido Duplicado;1062098;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR798565;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;CONECTA TELECOMUNICACOES LTDA;;AGUAS LINDAS DE GOIAS;61;;;;;
"4-171396683847";20240415;20240411;AM;VENDA ERRADA;Divergencia De Endereco;1062487;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR785022;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;ANNA CLAUDINA SOUZA DA SILVA LTDA;;MANAUS;92;Divergencia De Endereco;;;;
"4-173145927581";20240419;20240416;MT;VENDA INDEVIDA;Pedido Duplicado;1065706;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR793834;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;POTH CORRETORA DE SEGUROS LTDA;;VARZEA GRANDE;65;;;;;
"4-173376333499";20240419;20240417;MT;VENDA INDEVIDA;Pedido Duplicado;1065706;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR793838;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;POTH CORRETORA DE SEGUROS LTDA;;VARZEA GRANDE;65;;;;;
"4-172960684633";20240422;20240419;RS;VENDA INDEVIDA;Pedido Duplicado;1062943;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR801562;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;FOCO TELECOMUNICACOES LTDA;;CACHOEIRINHA;51;;;;;
"4-171354605473";20240402;20240327;DF;VENDA ERRADA;Divergencia De Endereco;1064613;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR792393;;BD_OITOTAL_VOIP+BL;EMPRESARIAL;RCN;OUTROS;MAXXTELE REPRESENTACOES EIRELI EPP;;TAGUATINGA;61;Divergencia De Endereco;;;;
"4-171580306910";20240408;20240406;PR;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1065355;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR794849;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;TELEAGENTES;TECH EXCELENCIA TELECOM LTDA;;MARINGA;44;;;;;
"4-172999307373";20240415;20240411;PA;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1065753;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR801795;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;MAXIMA TELECOM LTDA;;BELEM;91;;;;;
"4-173214084476";20240418;20240416;PA;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1065753;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR638442;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;MAXIMA TELECOM LTDA;;BELEM;91;;;;;
"4-172973614078";20240418;20240416;RS;VENDA INDEVIDA;Pedido Duplicado;1062878;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR523230;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;SARAIVA TELEFONIA E INF LTDA;;CAXIAS DO SUL;54;;;;;
"4-173125864567";20240415;20240411;AL;VENDA INDEVIDA;Pedido Duplicado;1063671;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR766223;;BD_OITOTAL_VOIP+BL;VAREJO;RNE;TELEAGENTES;BURITI SOLUCOES EMPRESARIAIS LTDA;;MARECHAL DEODORO;82;;;;;
"4-171120064071";20240402;20240328;RJ;VENDA INDEVIDA;Pedido Duplicado;1063046;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR790861;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;PAP;FIBRACOIN SERVICOS TELECOM LTDA;;RIO DE JANEIRO;21;;;;;
"4-171994393559";20240404;20240403;RJ;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1061586;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR769369;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;LAND TELECOM LTDA;;RIO DE JANEIRO;21;;;;;
"4-171099160961";20240405;20240404;RJ;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1063153;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR796092;;BD_OITOTAL_VOIP+BL;EMPRESARIAL;RSE;OUTROS;MEGA FIBER RIO SERV TELECOM LTDA;;PETROPOLIS;24;;;;;
"4-173248814703";20240415;20240412;PR;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1063746;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR766453;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;MAANAIM TELECOM LTDA;;CURITIBA;41;;;;;
"4-172736163912";20240422;20240420;RJ;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1066427;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800765;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;EQUIPOCLASS COMERCIO REPRES LTDA;;RIO DE JANEIRO;21;;;;;
"4-172198978007";20240411;20240410;RJ;VENDA INDEVIDA;Pedido Duplicado;1066427;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800765;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;EQUIPOCLASS COMERCIO REPRES LTDA;;RIO DE JANEIRO;21;;;;;
"4-171242964590";20240402;20240328;SC;VENDA INDEVIDA;Pedido Duplicado;1062804;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR764651;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;RTLL TELECOM COMERCIO LTDA;;RIO DO SUL;47;;;;;
"4-172989589372";20240415;20240411;RJ;VENDA INDEVIDA;Pedido Duplicado;1063796;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR755421;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;INTERATIVA INTER NEGOCIOS LTDA;;RIO DE JANEIRO;21;;;;;
"4-173245858313";20240415;20240413;RJ;VENDA INDEVIDA;Pedido Duplicado;1063796;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800548;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;INTERATIVA INTER NEGOCIOS LTDA;;RIO DE JANEIRO;21;;;;;
"4-173318590539";20240415;20240413;PR;VENDA INDEVIDA;Pedido Duplicado;1058221;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800646;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;PAP;ATUAL TELECOMUNICACOES EIRELI;;COLOMBO;41;;;;;
"4-172979005319";20240422;20240419;DF;VENDA INDEVIDA;Pedido Duplicado;1066383;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR799774;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;TELEAGENTES;CONTATO SERV COM PROD TELECOM LTDA;;TAGUATINGA;61;;;;;
"4-172539154293";20240408;20240406;RS;VENDA INDEVIDA;Pedido Duplicado;1063751;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR763599;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;MAANAIM TELECOM LTDA;;PASSO FUNDO;54;;;;;
"4-171598334474";20240411;20240328;RS;VENDA INDEVIDA;Pedido Duplicado;1065361;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR794849;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;TELEAGENTES;TECH EXCELENCIA TELECOM LTDA;;SAPUCAIA DO SUL;51;;;S;;
"4-173310157723";20240415;20240413;RS;VENDA INDEVIDA;Pedido Duplicado;1055816;FIBRA;TLV Receptivo;DADOS SENSIVEIS;DADOS SENSIVEIS;CC295856;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;LIQ CORP S A;;CACHOEIRINHA;51;;;;;
"4-172945598270";20240411;20240410;SC;VENDA ERRADA;Divergencia De Endereco;1065244;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR499326;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;RM TELECOM LTDA;;CHAPECO;49;Divergencia De Endereco;;;;
"4-171679408636";20240405;20240404;GO;VENDA INDEVIDA;Pedido Duplicado;1058271;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;BC758895;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;BRASIL TELECOM CALL CENTER SA;;PLANALTINA;61;;;;;
"4-173593553943";20240419;20240418;RO;VENDA INDEVIDA;Pedido Duplicado;1065089;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR798367;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;TELEAGENTES;SALES2YOU MULTISERVICOS LTDA;;PORTO VELHO;69;;;;;S
"4-173739821663";20240422;20240419;BA;VENDA INDEVIDA;Pedido Duplicado;1063328;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR752705;;BD_OITOTAL_VOIP+BL;VAREJO;RNE;OUTROS;GATTAI REP SERV EM TELECOM LTDA;;SALVADOR;71;;;;;
"4-172762449119";20240411;20240410;RJ;VENDA INDEVIDA;Pedido Duplicado;1046176;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;CC270346;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;LIQ CORP SA;;RIO DE JANEIRO;21;;;;;
"4-173210356202";20240415;20240413;MS;VENDA INDEVIDA;Pedido Duplicado;1064592;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR663716;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;HOPE TELECOMUNICACOES EIRELI;;CAMPO GRANDE;67;;;;;
"4-173684765474";20240419;20240418;MS;VENDA INDEVIDA;Pedido Duplicado;1064592;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR559546;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;HOPE TELECOMUNICACOES EIRELI;;CAMPO GRANDE;67;;;;;
"4-171365400763";20240402;20240328;RJ;VENDA INDEVIDA;Pedido Duplicado;1061130;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR792380;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;START TELECOM LTDA;;RIO DE JANEIRO;21;;;;;
"4-171779641921";20240402;20240401;PR;VENDA ERRADA;Divergencia De Endereco;1063763;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR801452;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;AMERICA TELECOMUNICACOES LTDA;;CURITIBA;41;Divergencia De Endereco;;;;
"4-173491007251";20240422;20240419;SC;VENDA INDEVIDA;Pedido Duplicado;1065363;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR792336;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;TELEAGENTES;TECH EXCELENCIA TELECOM LTDA;;FLORIANOPOLIS;48;;;;;
"4-171659887827";20240403;20240402;AL;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1062900;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR259050;;BD_OITOTAL_VOIP+BL;VAREJO;RNE;TELEAGENTES;MAXIMUS SOL SRV TELEFONIA LTDA;;ARAPIRACA;82;;;;;
"4-173201657061";20240415;20240412;RS;VENDA INDEVIDA;Pedido Duplicado;1064203;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR761465;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;VEEP BRASIL TELEMARKETING LTDA;;GRAVATAI;51;;;;;
"4-173128233402";20240415;20240411;MG;VENDA INDEVIDA;Pedido Duplicado;1063739;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR801696;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;MAANAIM TELECOM LTDA;;SETE LAGOAS;31;;;;;S
"4-171032591204";20240402;20240329;AC;VENDA ERRADA;Divergencia De Endereco;1064399;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR793809;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;C DOS SANTOS PASSOS LTDA;;RIO BRANCO;68;Divergencia De Endereco;;;;
"4-171601431449";20240402;20240328;RJ;VENDA INDEVIDA;Pedido Duplicado;1061358;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR764949;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;PAP;GRAFX PAP TELE COM SERVICOS LTDA;;RIO DE JANEIRO;21;;;;;
"4-170335496324";20240411;20240326;DF;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1065890;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR762125;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;TELEAGENTES;SUPREMA CAL CENTER LTDA;;CEILANDIA;61;;;;;
"4-172993167324";20240415;20240412;RO;VENDA INDEVIDA;Pedido Duplicado;1063026;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR697779;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;D VERAS COM SERV TELECOMUNIC LTDA;;PORTO VELHO;69;;;;;
"4-173684336025";20240419;20240418;RO;VENDA INDEVIDA;Pedido Duplicado;1063026;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR802029;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;D VERAS COM SERV TELECOMUNIC LTDA;;PORTO VELHO;69;;;;;
"4-172282099089";20240408;20240405;MA;VENDA ERRADA;Divergencia De Endereco;1044339;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;CC302710;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;LIQ CORP S A;;SAO JOSE DE RIBAMAR;98;Divergencia De Endereco;;;;
"4-171492666371";20240404;20240403;RS;VENDA INDEVIDA;Pedido Duplicado;1065894;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR714769;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;TELEAGENTES;SUPREMA CAL CENTER LTDA;;CANOAS;51;;;;;
"4-171168215951";20240402;20240328;RS;VENDA INDEVIDA;Pedido Duplicado;1065894;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR762126;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;TELEAGENTES;SUPREMA CAL CENTER LTDA;;PORTO ALEGRE;51;;;;;
"4-173481500179";20240419;20240418;RR;VENDA ERRADA;Divergencia De Endereco;1063280;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR751699;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;JM TECNOLOGIA LTDA;;BOA VISTA;95;Divergencia De Endereco;;;;
"4-172762373047";20240411;20240410;DF;VENDA INDEVIDA;Pedido Duplicado;1046321;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;BC727960;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;BRASIL TELECOM CALL CENTER S A;;TAGUATINGA;61;;;;;
"4-172402035511";20240418;20240416;RO;VENDA INDEVIDA;Pedido Duplicado;1065873;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR796382;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;TELEAGENTES;JT TELECOMUNICACOES LTDA;;PORTO VELHO;69;;;;;
"4-173321779273";20240415;20240413;MA;VENDA INDEVIDA;Pedido Duplicado;1057810;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800136;;BD_OITOTAL_VOIP+BL;VAREJO;RNE;OUTROS;WEBMAIS REPRESENTACOES COM LTDA;;SAO LUIS;98;;;;;
"4-173775609891";20240422;20240419;AM;VENDA INDEVIDA;Pedido Duplicado;1065716;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR802503;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;TELEAGENTES;MRS TELECOM LTDA;;MANAUS;92;;;;;
"4-172531088860";20240415;20240412;ES;VENDA INDEVIDA;Pedido Duplicado;1065642;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR712229;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;J3F CONNECT C TELEMARKETING LTDA;;SERRA;27;;;;;
"4-172264813565";20240415;20240414;RS;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1065189;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR724540;;BD_OITOTAL_VOIP+BL;EMPRESARIAL;RSUL;OUTROS;L C DOS SANTOS E CIA LTDA;;SANTIAGO;55;;;;;
"4-171528546194";20240408;20240405;RJ;VENDA ERRADA;Divergencia De Endereco;1063931;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR794227;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;PROMOBILE COMERCIO COMUNICA LTDA;;VILAR DOS TELES;21;Divergencia De Endereco;;;;
"4-170774018331";20240402;20240329;ES;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1066310;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR787016;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;PROATIVA TELECOMUNICACAO EIRELI;;VITORIA;27;;;;;
"4-171486842517";20240409;20240408;BA;VENDA ERRADA;Divergencia De Endereco;1064516;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR720204;;BD_OITOTAL_VOIP+BL;EMPRESARIAL;RNE;OUTROS;CALLTECH COM SERV TELECOM LTDA;;ILHEUS;73;Divergencia De Endereco;;;;
"4-173304479981";20240415;20240413;RO;VENDA INDEVIDA;Pedido Duplicado;1066119;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797630;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;SOLUTIONS TELECOM LTDA;;PORTO VELHO;69;;S;;;S
"4-172601529189";20240409;20240408;RJ;VENDA INDEVIDA;Pedido Duplicado;1054860;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797995;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;ESCALE SEO MARKETING DIGITAL LTDA;;NILOPOLIS;21;;;;;
"4-173259304287";20240415;20240413;MT;VENDA INDEVIDA;Pedido Duplicado;1064273;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR770300;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;SANN TELECOMUNICOES LTDA;;VARZEA GRANDE;65;;;;;
"4-173248290461";20240418;20240415;RJ;VENDA INDEVIDA;Pedido Duplicado;1065641;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR790634;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;J3F CONNECT C TELEMARKETING LTDA;;MARICA;21;;;;;
"4-173210589472";20240418;20240416;RJ;VENDA INDEVIDA;Pedido Duplicado;1057819;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800136;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;WEBMAIS REPRESENTACOES COM LTDA;;RIO DE JANEIRO;21;;;;;
"4-171412507458";20240402;20240328;RJ;VENDA INDEVIDA;Pedido Duplicado;1057819;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800136;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;WEBMAIS REPRESENTACOES COM LTDA;;RIO DE JANEIRO;21;;;;;
"4-173490138058";20240419;20240417;RJ;VENDA INDEVIDA;Pedido Duplicado;1057819;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR799266;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;WEBMAIS REPRESENTACOES COM LTDA;;RIO DE JANEIRO;21;;;;;
"4-172418841217";20240415;20240411;RJ;VENDA INDEVIDA;Pedido Duplicado;1048265;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797281;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;EASY CONNECT SOL E TELECOM LTDA;;PETROPOLIS;24;;;;;
"4-171123836548";20240404;20240403;RJ;VENDA INDEVIDA;Pedido Duplicado;1066428;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800903;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;EQUIPOCLASS COMERCIO REPRES LTDA;;RIO DE JANEIRO;21;;;;;
"4-172767930285";20240411;20240410;RJ;VENDA INDEVIDA;Pedido Duplicado;1066428;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800759;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;EQUIPOCLASS COMERCIO REPRES LTDA;;RIO DE JANEIRO;21;;;;;
"4-172600626104";20240411;20240410;RJ;VENDA INDEVIDA;Pedido Duplicado;1066428;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800752;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;EQUIPOCLASS COMERCIO REPRES LTDA;;RIO DE JANEIRO;21;;;;;
"4-171994187915";20240404;20240403;ES;VENDA INDEVIDA;Pedido Duplicado;1066197;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR646787;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;LP CONEXOES TELECOM LIMITADA;;SERRA;27;;;;;
"4-172106916519";20240404;20240403;MG;VENDA INDEVIDA;Pedido Duplicado;1057811;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR642313;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;WEBMAIS REPRESENTACOES COM LTDA;;JUIZ DE FORA;32;;;;;
"4-173691133211";20240422;20240419;BA;VENDA INDEVIDA;Pedido Duplicado;1065714;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR802501;;BD_OITOTAL_VOIP+BL;VAREJO;RNE;TELEAGENTES;MRS TELECOM LTDA;;SALVADOR;71;;;;;S
"4-173103847270";20240415;20240411;GO;VENDA INDEVIDA;Pedido Duplicado;1060885;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR770012;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;TOP FIBER TELECOM UNIPESSOAL LTDA;;SENADOR CANEDO;62;;;;;
"4-170774073362";20240403;20240402;ES;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1063114;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR778870;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;FIBRAEXPERT CALL CENTER LTDA;;SERRA;27;;;;;
